lamda	 Trans	 TransPhase	 Ref	 RefPhase
633.700010 7.465029e-01 -86.821071 0.253497 -120.011856 
633.800010 4.415980e-01 118.455862 0.558402 -94.743887 
633.900010 3.117544e-01 -45.496454 0.688246 -78.705163 
634.000010 2.791457e-01 147.224049 0.720854 -65.993617 
634.100010 3.173258e-01 -19.914030 0.682674 -53.140652 
634.200010 4.586433e-01 176.701630 0.541357 -36.533944 
634.300010 7.826349e-01 23.449591 0.217365 -9.794931 
634.400010 9.857063e-01 -115.158711 0.014294 -148.412180 
634.500010 6.404936e-01 101.662709 0.359506 -111.599704 
634.600010 3.884668e-01 -56.194354 0.611533 -89.465707 
634.700010 2.934378e-01 138.613199 0.706562 -74.667092 
634.800010 2.836198e-01 -28.749187 0.716380 -62.038413 
634.900010 3.511102e-01 165.125870 0.648890 -48.172288 
635.000010 5.527982e-01 4.729533 0.447202 -28.577555 
635.100010 9.244375e-01 -142.206174 0.075562 4.477812 
635.200010 8.752478e-01 81.257015 0.124752 -132.067923 
635.300010 5.112858e-01 -67.911080 0.488714 -101.244939 
635.400010 3.343278e-01 130.589253 0.665672 -82.753524 
635.500010 2.804134e-01 -35.795351 0.719587 -69.147043 
635.600010 3.032506e-01 157.185191 0.696749 -56.175414 
635.700010 4.238260e-01 -6.750482 0.576174 -40.119997 
635.800010 7.275499e-01 -161.313033 0.272450 -14.691454 
635.900010 9.974693e-01 60.009423 0.002531 -153.377903 
636.000010 6.679389e-01 -80.654753 0.332061 -114.050981 
636.100010 3.954292e-01 122.910353 0.604571 -90.494773 
636.200010 2.940092e-01 -41.681630 0.705991 -75.095651 
636.300010 2.841088e-01 151.357113 0.715891 -62.065802 
636.400010 3.572017e-01 -14.214991 0.642798 -47.646796 
636.500010 5.780684e-01 -173.351280 0.421932 -26.791972 
636.600010 9.568458e-01 42.388287 0.043154 8.938710 
636.700010 8.195612e-01 -93.438773 0.180439 -126.897231 
636.800010 4.676819e-01 115.771658 0.532318 -97.695679 
636.900010 3.160323e-01 -46.557535 0.683968 -80.033748 
637.000010 2.791610e-01 147.029242 0.720839 -66.455845 
637.100010 3.230122e-01 -19.205834 0.676988 -52.699792 
637.200010 4.895134e-01 179.198030 0.510487 -34.304795 
637.300010 8.591919e-01 30.259681 0.140808 -3.252010 
637.400010 9.234485e-01 -104.502455 0.076551 -138.023008 
637.500010 5.371798e-01 109.720481 0.462820 -103.808932 
637.600010 3.391785e-01 -50.317047 0.660822 -83.855316 
637.700010 2.804365e-01 143.987739 0.719563 -69.559385 
637.800010 3.060221e-01 -22.414109 0.693978 -55.970084 
637.900010 4.416012e-01 174.779871 0.558399 -38.784952 
638.000010 7.816396e-01 23.034318 0.218360 -10.539351 
638.100010 9.721136e-01 -112.239652 0.027886 -145.822163 
638.200010 5.885681e-01 105.474360 0.411432 -108.116991 
638.300010 3.566173e-01 -52.742150 0.643383 -86.342339 
638.400010 2.829663e-01 142.192780 0.717034 -71.416243 
